,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
#NAME?,KO7CuK8p5u4AFGQ7voXe9g,I woke up this morning with a slight headache (thank you champagne) and a rumblin' belly. Kevin convinced me that it was a good idea to grab a quick breakfast at Sol's before taking Shadow to White Rock Dog Park. It was not such a bright idea. First off the service is pretty much terrible here. We had three different servers and none of them came out to check on us. They took our order brought out the chips/salsa and fruit and delivered our food (which was wrong the first time around). It took me leaving with Shadow to go to the car to get her attention for our check. We sat on the patio because of our pup and he started panting after just a few minutes. I noticed no signs of dog bowls anywhere so I emptied a small bowl on our table and filled it with water for him. When she delivered o,2,11,6/13/2010,KO7CuK8p5u4AFGQ7voXe9g,114,561,0
#NAME?,UgFW_QEhfFmzXjO2bZc5nA,I went for lunch today and knew I would get some great pizza but today it was just amazing! Probably the best pizza I have had to date in Nashville (sorry NY Pie). I would recommend calling in ahead of time to order if you are going to get a whole pizza as they are slammed at lunch. Manny brought the pizza over to the table and even mentioned how good the pie looked. I took a picture to show how perfectly it was cooked. The crust was browned properly the pepperoni was crispy and the cheese glistened with the perfect amount of delicious grease. AMAZING!,5,0,Update - 11/18/2011,UgFW_QEhfFmzXjO2bZc5nA,11,201,0
#NAME?,f0wMiYtH3R6LGnNVRYG1bQ,This place is a wonderful hidden gem. The food is amazing service is very good and the prices a great the the portions you get. The curried goat is my personal favorite.,5,0,9/14/2010,f0wMiYtH3R6LGnNVRYG1bQ,2,70,1
#NAME?,0G-QF457q_0Z_jKqh6xWiA,I entered the elevator on the ground floor with a slight sense of trepidation. I mean it's pretty high up there (500 feet). I sort of made a vow a long time ago to never have to spend too long an amount of time on an extremely high floor. Chalk it off to being a life long NYer and yes I was living there during 9/11. That said the rational side of me knows that the Hyatt at Crown Center is very unlikely to be bombed any time soon :) When I got off the elevator on the 50th floor I teetered a bit in my 6-inch heels (another one of my great ideas) because I was dizzy with anticipation no not really make that dizzy with *dizziness* but wooooowwww that view--did not disappoint! We were meeting my guy's folks for their 30th wedding anniversary party and sat down for pre-dinner cocktails ,4,9,4/23/2010,0G-QF457q_0Z_jKqh6xWiA,95,1010,0
#NAME?,XYSDrIef7g4Gmp3lNFVO6A,I've been going to Head Quarters for some 20+ years to get my hair cut. It's a small family owned and run salon.  When I go in - one of three ladies cut my hair. I'm comfortable with all three of them:  Rachel Valerie and Jeri. I've been going here for so long - they know pretty much everything that is going on in my life - they are friends! They accept appointments - you can also walk in and wait for an opening. The longest I've ever had to wait is about 30 minutes when they are really busy. They don't have a web site - so you will have to call them for an appointment. They recently added another lady to their staff - a lot of Korean businesses have opened in their shopping center - so the addition of a Korean hair stylist has attracted additional business to the place. I highly recomme,5,2,10/20/2007,XYSDrIef7g4Gmp3lNFVO6A,1388,2530,0
#NAME?,jjVvMOzkvoaEjAnvnZhufQ,Pretty awesome store. Products are not for everyone tend to be geared towards laborers field workers and the outdoorsy. Quality is high selection is high and the style (for this type of clothing) is the best I've seen. Store is clean organized staff is friendly.  Nice place to relax with a cup of coffee and lots of cool stuff to browse through.,5,0,11/04/2011,jjVvMOzkvoaEjAnvnZhufQ,5,26,0
#NAME?,sCzogxGMBtRL6UImp1taQA,Had a reservation at 9:30 on a Saturday night ended up arriving a little past 10 and was seated right away. The space itself is nice and very modern. Really liked the decor and atmosphere as well as the attractive people. Onto the food. We shared a ton of appys got the salmon beef carpaccio (amazing) pork belly(avoid no fat at all you might as well eat pork loin) and the lobster. For the trey trey out of the 6 of us there 5 got the steak frites with half salad half fries. The steak had no char and was underwhelming. The other friend who opted out of the steak got the sweetbreads. Those too were lacking of flavor. With the selection of restaurants in Montreal these days I probably would not go back. I was definitely expecting more from such a visually pleasing place like this.,3,0,10/16/2012,sCzogxGMBtRL6UImp1taQA,2,53,0
#NAME?,7GPNBO496aecrjJfW6UWtg,I miss this place already and its only been a few days... I love my pedicure. thank you god and sally spa for my feet being razored (in a good way) something they do not allow in massachusetts spas. my feet needed the softening- BIG TIME. I also loved my massage. I was so relaxed and very very slightly sore the next day (a friend said that is a good thing b/c they really got deep into the muscles). no complaints here. prices are totally worth it in my opinion and they earned themselves a generous tip for their hard beautiful and wonderful work. This place is wonderful and i would go back when in the area. xoxox sally spa lynette,5,0,7/20/2009,7GPNBO496aecrjJfW6UWtg,160,565,0
#NAME?,MI3wG3R12sQuTGdNvBBX3A,I've been to the Seasons restaurant twice. Once because of Groupon and the second because it was so wonderful the first time. This was the first place that I've ever had a whole lobster and my California guest insisted that it was the best she'd ever had too. All of our food has beautifully presented (think Iron Chef America style) and a real pleasure to consume. The service is what really takes the cake at Seasons. It's impeccable. Proof? They bring you a stool for your purse. Granted the second time we had to ask for the cute little stools but that's only because they only have nine and all nine were being used. Seasons is super fancy. I've always worn a semi-formal dress but I've seen men wear bow-ties. I think that's pretty fancy. There was also a live piano player and jazz singer o,5,6,7/06/2011,MI3wG3R12sQuTGdNvBBX3A,20,313,0
#NAME?,pW9LvtC-hZ0PRAOUn7aZ2A,A big THANKS to fellow Yelp'er LC H for pointing out this fine BYOB establishment. See my full Yelp list for other fine ( and not so fine) BYOB restaurants throughtout New England.,5,2,1/23/2007,pW9LvtC-hZ0PRAOUn7aZ2A,834,1463,0
#NAME?,RO78jiBkX61pPweJLVlCgA,As a short order restaurant this place would have only received three stars as the food is decent for a short order place. You have your typical burgers and fried foods here. This place is an Illinois Old  Route 66 Institution.  As you are heading into town from the north on IL53 you can't help but see this place as the front lawn has a huge statue of of a spaceman.  I am a big Route 66 buff which is why I gave this one that extra star because of the nostalgia.,4,2,8/09/2006,RO78jiBkX61pPweJLVlCgA,232,893,0
#NAME?,bcTU9jRBOxWck4WApiC1tQ,Sniff.......it's the charm of the place! I've been to Patrick's on numerous occasions. Most recently another interesting Saturday evening spent at Patrick's on the Avenue. Greeted upon entering by your friendly bartender and offered a refreshment. Mmmm a cold Millers Lite in a can and a Coors Light in a bottle. You sit upon rickety bar stools with ripped pleather seats while listening to a potpourri of heavy metal and pop hits played on the juke box. Bring your pool cues for the inside and your smokes for the veranda. It seems as though everytime we go we are only going to stop in for one but typically 3 1/2 hours later we are shuffled out the door upon closing time. Ahh another evening filled with friendly folks at Patrick's. Oh and sometimes there are patrons there not wearing shoes ,4,0,2/15/2010,bcTU9jRBOxWck4WApiC1tQ,25,316,0
#NAME?,-3s52C4zL_DHRK0ULG6qtg,Here is when one should visit this establishment. One you are a. hungover or b. truly you don't care about what you put in your body. The boy working was very friendly and nice but the place looked like a grease trap.,2,1,10/24/2011,-3s52C4zL_DHRK0ULG6qtg,106,1032,0
#NAME?,JUlMVyJQ6ijHCdMjs8bGhw,If you can get by with the green mountain coffee company stickers on the decanters (I'm always a bigger fan of local or in-house roasters) then this is a great coffee house. Meter parking is ample and free before 9am which worked great for me. The person that was working was polite and quick to make my order. The winner here is the comfort and charm of the inside. Looks to be a rehabbed historic building. Tall ceilings dark walls lower lights and plenty of comfortable seats all around. Including couches that are right out of your mom's house.,4,0,6/11/2012,JUlMVyJQ6ijHCdMjs8bGhw,273,703,0
#NAME?,Jn6Tu4leLCu5oWC3IYLagg,Everything is average to above average - I do recommend their blackened salmon - and if you do the take out make sure everything is clear over the phone b/c a mix up can cost you some time.,4,0,8/06/2009,Jn6Tu4leLCu5oWC3IYLagg,0,29,1
#NAME?,STskVv3kxVerS9OAc36FiQ,I was craving the enchiladas from Nada and thought maybe any mexican would suffice but sadly I am still craving those enchiladas from Nada.   This restaurant is impeccably clean and from the partial view I had of the kitchen it was spotless as well. The service was great  but on a Monday at 1pm in a high traffic area the place was pretty empty.  It could be because the location is a bit hidden and their business isn't listed on the sign facing Montgomery Road (They are housed in a location that is notorious for failed restaurants Dick Clark's anyone?).   I liked their chips and salsa I actually thought the salsa had a really great flavor but I don't consider myself to be connoisseur of chips and salsa either.  For lunch I had the quesadilla fajita and it was OK I didn't like the chees,2,0,7/11/2011,STskVv3kxVerS9OAc36FiQ,62,180,0
#NAME?,dIIKEfOgo0KqUfGQvGikPg,I stopped by this Williams-Sonoma store recently with all intentions of picking up a wedding shower gift for a friend.  She was registered at Williams-Sonoma so I figured it would be no big deal to search her registry and find a gift she wanted.  I figured wrong.  Williams-Sonoma Home store is completely different than the regular Williams-Sonoma (kitchen) stores. So I sighed when I heard this news and looked around anyways. My friend (and fellow yelper) Marc N was with me and be-friended Sharon and Dexter the sales associates there.  They gave us a tour of the store and suggested a few gift items as alternatives.  They did a good job... I left the store spending more $$ than originally planned on a picture frame as a gift! Everything in this store is brand new and beautiful.  Very clas,4,8,5/01/2009,dIIKEfOgo0KqUfGQvGikPg,260,1215,0
#NAME?,IBXVcGd6B6d52SqufNVieA,we just went last weekend...our 1 1/2 year old daughter LOVES elmo...so i seen they had a sesame street show playing....by the time we got there it was her nap time....soo she was getting very cranky....but as soon as she seen the elmo she was perfect the rest of the time....so that was the most expennsive movie ive ever seen...we ended up paying like $48 for the 2 adults and the baby was free...but all we did was watch a 25 min movie...oh well i guess it was worth it,3,0,3/19/2009,IBXVcGd6B6d52SqufNVieA,0,6,1
#NAME?,XYSDrIef7g4Gmp3lNFVO6A,Had a late lunch here. Ordered the original chicken sandwich combo meal - medium. Added cheese tomatoes and onions to the sandwich with a Diet Coke. Food came up quickly. Sandwich was not as fresh and hot as I would have liked. Fries were very good though - hot crisp lightly salted and oh so tasty! This BK was very clean and well maintained.,4,2,9/07/2010,XYSDrIef7g4Gmp3lNFVO6A,1388,2530,0
#NAME?,dIIKEfOgo0KqUfGQvGikPg,This review is for breakfast at Prado... Read on if you're interested in an impressive place for your morning meal! (I hear that lunch and dinner can be inconsistent but I have a new favorite breakfast place in town thanks to the meal I shared with my HUSBAND on Monday morning at Prado. While I walked by Prado the Montelucia's main restaurant several times throughout our wedding weekend I'd never been in for breakfast or lunch.  So after a fabulous yoga class at Joya spa on Monday my HUSBAND (yes I love saying that) met me for breakfast at Prado. There is patio seating but we sat indoors.  Either way it's beautiful with a fantastic Spanish decor and ambiance. I went with the egg white omelette which comes with peppers spinach and mushrooms and a side of your choice of toast.  Mu,4,18,10/20/2009,dIIKEfOgo0KqUfGQvGikPg,260,1215,0
#NAME?,augJQotyLB503iq1gVJ_tg,"I'm only rating the broasted chicken and loganberry juice as I have not tried anything else. This is the best fried (broasted) chicken I've tried in Ontario.  It's absolutely fantastic.  It has a perfectly crispy outside and the inside is extremely moist!  I absolutely love the chicken here and everyone that I've sent here thinks it's the best fried chicken they've tried. Why did I come to this diner in the first place?  An acquaintance said to me I come over to Fort Erie from Buffalo for the chicken.  There's no other reason to come to Fort Erie!"" The place is a mom and pop diner and they're really friendly.  I hear other items on the menu are really good but I can't bring myself to order anything else.""",5,2,8/24/2011,augJQotyLB503iq1gVJ_tg,157,605,0
#NAME?,RqR1bGDgdOPyHDnI73LeFw,I waited so long to join Yelp and write this review.  What's 1 more day?,3,5,2/18/2009,RqR1bGDgdOPyHDnI73LeFw,551,1132,0
#NAME?,QQuy7MENd5YHFhfLaLtPNw,We stayed in the Paris in May.  It was busy. PROs: + Part of Harrah's so its connected to Bally's and offers free shuttle rides to Caesars Rio and the other three casinos they own in Vegas but escape me at the moment. + Decent room + Themed like an adult Disneyland - no detail overlooked + Affordable fair price for what you get + Convenient to rest of strip. CONs: - No fridge in room. If you even touch anything in the minibar it registers as a purchase and good luck debating that with the front desk.  Trust me. - The whole time we stayed there (several days) we never had hot water in our shower.  DISAPPOINTING! - Whoever designed the floor in the main floor is on crack.  If you have an attractive woman with you (or if you are a woman) who happens to be wearing heels they are going,3,0,8/05/2007,QQuy7MENd5YHFhfLaLtPNw,121,184,1
#NAME?,augJQotyLB503iq1gVJ_tg,This places serves up some awesome BBQ!  We ended up trying the pork ribs brisket pulled pork 2 types of hot chicken wings the bbq chicken cornbread beans mashed potatoes and coleslaw. The rumours are true the ribs and chicken are awesome as well as the mashed potatoes. The mac and cheese beans coleslaw and pulled pork are also very good. I'm not sure what it was about the brisket but it was ok...super fatty pretty tender and barely sauced.  The wings had very good sauce but not my style as I prefer wings that are fried and crispy on the outside and nice and juicy on the inside.  These wings are soft and tender all around and makes it taste a bit sloppy. I did not like the cornbread.  It was extremely dense and not that moist. The place can be considered pricey for a BBQ place b,4,2,3/12/2012,augJQotyLB503iq1gVJ_tg,157,605,1
#NAME?,RMHG_viMG5tXS9E5qzJfSw,King Arthur's along with the Spotted Goose and Blue Manatee is one of a trifecta of super hip super smart shops that make Oakley Square like Rodeo Drive for kids. At KA's they make a special effort to stock quality toys that are designed to stimulate creativity and activity not just toys that do all the playing for you.  My kids and I stop in often to pick up a Lego set or a new Thomas train and we inevitably get sucked into one of those frenzies of wonder that only a truly great toy store can inspire. They've got lots of the typical classics (a huge Thomas section) but you're almost guaranteed to stumble upon something you've never seen before (like an air cannon!).   And yes it's more expensive than Toys R Us but why would you want to shop at a soul-crushing superchain when you,5,0,4/26/2012,RMHG_viMG5tXS9E5qzJfSw,3,41,0
#NAME?,5u6QNQmmdyeV8SAIFtNd8Q,I'll start off by saying I won a certificate for their services and probably couldn't have afforded them otherwise. I'm editing this because massage experiences that have come after this made me realize what a truly nice experience it was. I had an aromatherapy bath followed by a massage. I waited about 15 minutes after my appointment time - the girl who showed me my room said she turned the water on to cold instead of warm and mistakenly filled my bath with freezing water so I had to wait for her to re-do it. The bath was relaxing but actually a little warm and I ended up having to get out of it before my time was up because I felt a little over-heated and clausterphobic. They provided a robe and slippers but the slippers were tiny - I wear a size 10 and I couldn't come close to fitti,4,2,11/16/2011,5u6QNQmmdyeV8SAIFtNd8Q,8,115,0
#NAME?,7fDqaGdUMccXQ4bnPwR6yg,Went to the Plaza Cafe & Grill for a lunch meeting. The service was wonderful we were seated and greeted by our waiter promptly. The food was good too. I just wish there was more of an atmosphere or theme or something to give this place some personality. There was nothing special about the menu it's just ordinary American fare. I probably would only go there again if I didn't have any other option but Clayton has so much to offer in the way of restaurants just keep walking and you'll find something.,2,1,5/04/2010,7fDqaGdUMccXQ4bnPwR6yg,76,675,0
#NAME?,qX_U1mWpSKknGvQGuhut4w,Hidden within the market Lamplight books offers and amazing collection of  some new and mostly used books. I can seriously spend hours here perusing all the shelves --but I tend to find myself more often than not in their surprisingly well stocked philosophy section (seriously I've found some gems hidden in there). The stock is well organized prices are fair (especially considering you are in Pike Place) and the staff introverted but for the most part friendly.  Definitely worth a stop over if you like old books and want to find something worth keeping in your bookshelf.,4,7,8/14/2012,qX_U1mWpSKknGvQGuhut4w,33,491,0
#NAME?,3zxy3LVBV3ttxoYbY4rQ8A,This place is da bomb dot com. If you love Whole Foods then you'll love this mini-version. It's a cafe coffee shop pastry shop and grocer that sells anything from fresh greens and post cards to hot sauces and wine. Gabi K brought me here for a small pre-flight brunch. We walked directly up to the counter and ordered from the menu. Like what I saw: lots of health-conscious entrees. Everything looked so delish especially those breakfast plates they were flinging across the counter with egg whites so artfully laid out alongside fresh fruit and multi-grain toast. After placing our order we snagged a very small table near the bottled wine. There I spot various jams; particularly the mimosa jam caught my eye made with oranges and Champagne. I bought that for a future birthday brunch we're ,5,5,9/02/2009,3zxy3LVBV3ttxoYbY4rQ8A,151,1011,1
#NAME?,bTlonpHjT0p7gF8Ex9XlVw,Best Mexican food in C'ville.  Passed my carnitas test.  Juicy tender well-marbled and generous.  (Beware the pork tip you can shoot from a slingshot which these are not.) They offer three sizes of draft XX lager: 14 22 and pitcher at reasonable prices. The restaurant is a good size.  Not spacious but not tiny either.  The way they've got it laid out and booth height allow for a little privacy on one side while the other is wide open with community seating possible. I'm going back to try the carne asada.,5,1,6/22/2012,bTlonpHjT0p7gF8Ex9XlVw,7,71,0
#NAME?,vazTanfeJwjbokWZrGpNzg,I'm in shock this place hasn't been reviewed yet - especially since half of the south of town population seems to be here at any given time. I gave it a few months and headed out yesterday. Holy moly it's a big place. And so is the parking lot - and it's filled with 1000 cars. Did I miss the ad that said they were giving away free groceries? Or is Robert Patterson putting in a personal appearance? Cause I would go look at him but I'm not aware he's in the area. I head to the back lot buy my discount gas and hit the road again. I'm not into crowd control. Besides it offends me to buy a sofa where I buy my bologna!,3,4,6/10/2012,vazTanfeJwjbokWZrGpNzg,124,457,0
#NAME?,lMAeHqAsdvgV6KFz53e1Dw,As others have said just a great relaxed bar with a diversity of customers.  Lots of Dead on the jukebox but also some Dylan Stones and other great ones.  This bar like Wolski's is an East Side institution.  It can get hectic in there when it's super busy but the drinks are cheap people are cool and it's just one of those places that has character to burn.,4,1,4/02/2012,lMAeHqAsdvgV6KFz53e1Dw,35,304,0
#NAME?,HMFAz4K5ZeMXcAhbEmMS-Q,My husband and I visited last year during my company's picnic. It was fun and cool to check a new zoo. I thought some of the exhibits were rather small and the hours of some of the others were wacky. They did have some exhibits that were nicer then other zoo's though. This zoo has a little more difficult walking then others because you have to walk up and down lots of hills like other parts of Cincinnati. You can't go wrong with a day trip to check out the Cincinnati Zoo no matter how old you are. I would like to go back and check it out again.,4,0,4/06/2012,HMFAz4K5ZeMXcAhbEmMS-Q,10,92,0
#NAME?,NfU0zDaTMEQ4-X9dbQWd9A,This little boutique and it's owner are just sugary-coated cuteness. You walk in and everything is neat organized and creatively placed into it's perfect shabby chic home. Scarves dresses purses tops jewelry you name it--B. Lux has hand-picked goodies to suit. The moment I set foot inside I started thinking of gift ideas for all the ladies on my list. And what makes it even better was that flipping over the price tags didn't make me pass out. Yes that's right--you can actually spend your money at a local boutique without spending your life savings. Service-wise? The one owner who was there made us coffee. No I'm not kidding. Coffee! She was as sweet as pie bubbly talkative helpful. I felt like we were already friends before we had even met. She had hilarious little stories and ,4,3,11/03/2011,NfU0zDaTMEQ4-X9dbQWd9A,76,440,0
#NAME?,zHvS1F_6wOPSLUk6vpDEGA,I was worried about driving down the the city for this event since the news kept warning me of horrible weather and hail... but who could resist it when a cruise is on the line! I decided to drive down and hope for the best and I am glad I did because this event was FANTASTIC! The weather was awesome and the rain did not ruin our cruise. As for the cruise itself the servers were hilarious! I loved how they got involved in the fun on the dance floor and even sang some songs for us. The food was delicious... and yest I went back for a heaping plate of seconds! Everything I ate was yummy. I was not expecting the food to be so good. I was also surprised by how much food there was... and a little sad that we did not get to take home doggie bags! This event was so much fun. It was a beautiful n,5,4,6/09/2011,zHvS1F_6wOPSLUk6vpDEGA,35,502,0
#NAME?,8NhB1izDL08RFQL3OmxUuw,Great place to gather with friends.  This place is very nice and spacious.  Food is decent just wish there were a little more to choose from or have more specials.  I have ate their twice now and had good experiences.  I really liked the Parmesan crusted chicken.,4,0,3/24/2010,8NhB1izDL08RFQL3OmxUuw,25,152,1
#NAME?,6NzBPgiGogRZnN-8Jx1pKw,While at the Central Library in Brooklyn I was taken to this restaurant for lunch.  It was a perfect choice.   While it is small place (and I can see it can get very crowded very quickly) it did have an intimate feel.  I had the soup and half sandwich (veggie black bean and mozzarella with basil) and it was very good and the service was friendly.  The coffee was good too.,4,0,2/25/2012,6NzBPgiGogRZnN-8Jx1pKw,12,157,0
#NAME?,pSM4YXjSLdje8gX-tLLccA,"I'm tough on car dealerships but seriously Hawkinson deserves 5 stars. We were greeted with a cookout music playing etc. Seriously we had soda and grilled chicken sandwiches while sitting around. We had a salesman Sam the man"" he was great. Show owner comment »""",5,2,7/09/2010,pSM4YXjSLdje8gX-tLLccA,154,333,0
#NAME?,0G-QF457q_0Z_jKqh6xWiA,I'm sure it's no secret that I am one who avoids buffets like the plague so I was more than pleasantly surprised by Jerusalem Café and Bakery. I had dined in their restaurant last year and although I had thought Aladdin's hummus and falafel was a bit tastier I still thought JC was pretty damn good. This JC (there are three in KC I believe) is all about the faster food experience (all serve yourself). The buffet offers up a whole lot of options such as: Two varieties moussaka (veg and meat. The veggie variety was *really* good) regular and red pepper hummus falafel array of cold salads (olive!) 1 pizza choice (looked rather dried out and w/ meat) Gyro hot vegetables chicken curry beef kofta meatloaf rice smokey babaganoush (yum!! and normally I don't like babaganoush) Aaaand probably mo,4,7,6/01/2010,0G-QF457q_0Z_jKqh6xWiA,95,1010,0
#NAME?,2p35UrsLuMspndW5lZjJgQ,Came this friday to enjoy a lazy night out and OHH i mean for my friend and fellow yelper Geneva W.'s bday.  YAY happy bday!  We all love celebrations.. Well we got to this place around 10pm and as we walked in the place looked really empty.  Mind you fridays is Ska Punk Reggae night.  So main room was playing some punk.   Place itself has some red lighting and the decor from what I could make out of it was spanish inspired.  Overall decor itself was cool.. So we walk out back to The Patio and let me tell you this is definitely were everyone was at.  We found the bday girl and her entourage of 20 and began to mingle.  The spot itself outside is small but its outdoors. Bad thing though people smoking. You can tell the spot in the middle area is where they might have had a mech,5,5,10/02/2010,2p35UrsLuMspndW5lZjJgQ,57,436,1
#NAME?,JbcE_GFsuZ7_AAEBSKzL6Q,Food was just ok.Service was good but could not get past all the tattos my waitress had on her chest. NOW CLOSED!!,2,0,11/20/2009,JbcE_GFsuZ7_AAEBSKzL6Q,12,84,0
-fYCFYTPKsUwa-58gAr3RQ,ol8IY-uatN5RjN1W29xwiw,Great Lakes Great Times  have been there at least 6 times . Food has always been up to par . Going to Great lakes on the weekend you will find some crowds .....They offer some wonderful brews make sure you try the Eliot Ness and the Edmund Fitzgerald . It is in a great Part of town with alot going on . Service can be a little snow but good things come to all who wait . They have some great fish dishes as well as standard bar food . Staff appears to be well trained if it's summer try to get a table outside . Can't wait to get back to Cleveland .....,4,0,12/20/2008,ol8IY-uatN5RjN1W29xwiw,0,105,1
#NAME?,RO78jiBkX61pPweJLVlCgA,I love me a burger. Even a bad burger can usually satisfy me with out complaint. I was very pleased to find out that a Red Robin was now open so close to us! It actually just opened 1/19/2009. It is very obvious that they are still working out many kinks here. It was not bad enough that I will not be back but I think i will wait a little while before I return after they have everything down. Everyone was very friendly and welcoming. The staff did an excellent job of making us feel welcome. Our server did a good job too. There was a little mix up with our order but they were able to fix it. My burger was kind of luke warm and my fries were not good at all. They were VERY oily and also luke warm. They were not unbearable and I was very hungry so I ate them without complaining. I am sure tha,2,4,2/10/2009,RO78jiBkX61pPweJLVlCgA,232,893,0
#NAME?,QnIrewrXxFnssw_gG1gF-Q,I went here for wedding hair & makeup for my friend's wedding a couple weeks ago. Their makeup artist Tiffany does amazing natural makeup for weddings. She's highly recommended if that's the look you are going for. Their hair guy was beyond fantastic! I brought in a picture of a Taylor Swift updo and he was able to mimic it perfectly with my hair. It looked just fantastic and I was so pleased with the results. The salon is very chic and had a variety of clientele coming in for haircuts and hairstyles while I was there although the majority were Korean.,5,7,4/15/2012,QnIrewrXxFnssw_gG1gF-Q,76,738,0
#NAME?,5mFtCLdzwGCnalxod1Ox9g,Great food.  Great service.,5,1,12/18/2007,5mFtCLdzwGCnalxod1Ox9g,125,231,0
#NAME?,0G-QF457q_0Z_jKqh6xWiA,Pro House Cleaning lived up to its name when it came to the cleaning portion of the job. Three women cleaned the house and it seemed to be pretty quick so I was pleasantly surprised to find that the house was left almost spotless. I do realize that most cleaning services are up front about the fact that it may take 3 or so cleanings to get the house completely cleaned. I was told on the phone that the first cleaning would be considered a deep cleaning and so was told an estimate of between 130 and 180 for the size of the house. Now I completely understand that without seeing the house and the level of cleanliness there would be a give or take 50 dollars. Plus I have two cats. All cool and clear about that. The only thing with the cleaning job that left me a bit unsatisfied is that there,2,17,7/31/2011,0G-QF457q_0Z_jKqh6xWiA,95,1010,0
#NAME?,DAeC-Y66n-jNMJJw4oAfNQ,"This is one of my favorite Target stores because the service here is AWESOME!! Almost all of the employees are kind and very helpful. No one there seems to hate their job or looks like they want to be somewhere else. If they see you walking around looking like you don't know where you are going (that's me) they always ask Can I help you find something?"". The only thing that is hard to do is get to this place because there is literally only one side of the big strip mall that has an entryway. You must have lots of patience because the stoplight only stays green for 17 secs (yes i'm that bored waiting at the light and have timed it a few times). This Target has the usual products all other Targets have so I won't get into all that. It also has a Starbucks right inside by the front door. Som""",4,5,5/02/2011,DAeC-Y66n-jNMJJw4oAfNQ,103,294,0
#NAME?,oMEpAhyxo-2QBxN2mPvn-w,I like Gordman's because it's a little bit classier than TJ Maxx and it is better organized. This is the only Gordman's location on Kansas side of the Kansas City metro. I like Gordman's because even though they have not as many name brand brands at TJ Maxx they seem to have a better selection both style-wise and size-wise. (It is more of a department store feel instead of a bargain outlet feel.) Besides a good selection of clothing they also have a pretty big selection of sports team memorabilia (KU K-State Mizzou) shoes pajamas and home decor especially for the holidays. My mom and I both got new 2009 calendars for $5 as well. It is hard to find a calendar for that price anymore!,4,0,11/11/2008,oMEpAhyxo-2QBxN2mPvn-w,94,321,0
#NAME?,eJAm3JCqPb26-Vxc_XIIKg,I was very happy to see that this Layla's is the same organization as the Little Rock restaurant. I love that place so much I was afraid it would be a cruel joke to lure me in and sell me sub-par Middle Eastern food. This is definitely the same with the same menu even. The atmosphere is not as pleasant as the Little Rock location mostly I think because it has newly opened and it isn't really decorated. It's very light and open at the wall along the windows and gets progressively darker toward the back. But it is casual and easy-going and definitely DEFINITELY welcoming! We were greeted immediately and very warmly by the apparent owner and we were asked to choose our own table. We sat toward the back in the half-filled restaurant (it was about 11:45 a.m.). The waitress took our drin,4,3,8/31/2011,eJAm3JCqPb26-Vxc_XIIKg,33,202,0
#NAME?,G7tZEGH2UeYasoFjKXqJcQ,Massive burgers.  I think mine was the Baja or something like that.  Guacamole jalapenos pepper jack cheese and a Chipotle Bun!   One of the best burgers I've had in a while.  And didn't break the bank.  I should have shared one or only eaten half but I was a bit greedy.,4,0,5/16/2011,G7tZEGH2UeYasoFjKXqJcQ,13,103,0
#NAME?,STskVv3kxVerS9OAc36FiQ,We booked via Priceline and for $90 on a long US holiday weekend in a world class city we thought it was a great deal.   The hotel is huge the parking garage is very confusing and make sure you don't pay the kiosks in the garage the fees are added directly to your bill. Our room was nice modern great TV and view.  Clean.  Pillows were waaaay too soft and the bathroom is miniscule so if you use lots of products like I do be prepared to feel crowded.  Shower only but the water was hot with great pressure.  Something you don't always have in a hotel of this size.   I agree with whomever said the lady bartender was nice.  We had snacks at the bar and she was really great.  Super attentive and made sure we had what we needed but not annoying and trying to be involved in our conversation.  ,4,0,12/02/2011,STskVv3kxVerS9OAc36FiQ,62,180,0
#NAME?,TYfZrIzz08VGmvvvGZhqyw,I thoroughly enjoyed my first tast of Ethiopian food. I attended this restaurant in a larger group to celebrate a birthday and they were wonderful. We tried to keep it simple by ordering the family style (medium spice) and had a great time trying the variety of items that came with the meal. My personal favorite was the beets and lamb. The restaurant staff was friendly and provided a delicious free dessert for the birthday boy. We also had a gluten free person in our group and they made special food for her when we called ahead (very nice). My only complaint is that the day I was there it was around 80 degrees and there was no air conditioning- but loved everything else about the place. Show owner comment »,4,0,4/03/2012,TYfZrIzz08VGmvvvGZhqyw,5,69,1
#NAME?,I75eStti80sC9G4EFd674w,This location like most small chinese restaurants does more drive-thru business.  Seriously you don't really see many people sit down at a chinese restaurant unless its an all-you-can-eat.  LIke most it is a mom & pop operation the woman at the window is a bit stoic but the food is good.  This location used to be a Wendy's so it has a old burger feel to it on the inside with asian inspired tiles.  I get the house fried rice 3 star hot and I'm never disappointed.,4,1,7/19/2011,I75eStti80sC9G4EFd674w,40,65,0
#NAME?,EFO7sC7has8tZBJoUdnwXA,Stopped in for lunch in order to avoid the Burger Monster across the parking lot and was very happy. They offer similar deli sandwich options to any supermarket but everything's non gmo and multigrain and theres hummus or pesto as a condiment so you can avoid mayo. And their prices were right in line with a Safeway deli Had the roast beef and pepper jack with hummus on some awesome rye bread. Ill be back if im in the area.,4,0,12/12/2011,EFO7sC7has8tZBJoUdnwXA,8,63,0
